price;area;lat;lon
4552600;41,52;51,718796;39,150251
4446204;25,81;51,73011142;39,19790246
11223117;72,91;51,640138;39,184773
7069620;71,69;51,739313;39,314418
4740750;44,09;51,72046049;39,13798552
9143700;63,06;51,72965165;39,19448214
10941000;60;51,664674;39,253162
12223627;56,13;51,698906;39,262621
8052051;77,69;51,574056;39,123769
12592510;82,9;51,71991;39,18952
14787587;57,15;51,673662;39,197646
8592696;56,83;51,685898;39,175997
6507873;48,52;51,685509;39,139254
8435280;50,2;51,728632;39,196352
9477200;65,36;51,6555671;39,2394723
4878035;31,37;51,661898;39,252443
4513080;28,93;51,73194362;39,19628448
7126071;42,2;51,64097012;39,15005739
6100000;54,9;51,68526553;39,07563895
4242700;22,32;51,651952;39,183282
11683494;73,62;51,728353;39,195382
3895967;20,7;51,676952;39,176293
6635301;42,29;51,6613175;39,25216405
5343000;41,52;51,718755;39,150166
12600000;80;51,663389;39,167499
6573840;44,72;51,712827;39,21872005
4163610;40,7;51,739313;39,314418
6287500;50,06;51,701641;39,204878
10004223;79,2;51,72095594;39,13438805
9866220;70,98;51,72463123;39,1806001
6792960;36,59;51,67727546;39,1770613
12957175;44,45;51,658931;39,187226
14446770;65,37;51,653969;39,177769
3887776;20,6;51,676952;39,176293
4325120;33,88;51,574062;39,130919
8793729;44,5;51,65015441;39,16553857
4541248,8;30,46;51,71788;39,19044
12964836;89,66;51,685713;39,175287
7237500;57,9;51,67729;39,27827
10361799;71,51;51,65178558;39,18362605
13530440;106,95;51,65531;39,23815
4488795;20,7;51,6766;39,17552
9180000;74,94;51,69572;39,21061
12346080;85,44;51,65531;39,23815
4856390;37,09;51,56919;39,12012
3611985;26,59;51,5742117;39,13040401
5478840;33,81;51,712347;39,219364
9046590;48,29;51,728353;39,195382
8038500;69,9;51,701773;39,2062
7250000;58;51,677399;39,278137
8801408;62,5;51,64080127;39,16193618
14647050;80,69;51,665769;39,253737
30660000;121,73;51,67064;39,22223
11112090;73,58;51,71788;39,19044
4782900;32,09;51,67772039;39,2757562
6675000;38,9;51,63852058;39,1595232
8985297;72,08;51,643689;39,24073
10400000;87,5;51,717741;39,188456
4563881;28,51;51,712347;39,219364
4988850;39,5;51,57001507;39,11710049
6749845;43,13;51,6613175;39,25216405
10605952;78,4;51,712347;39,219364
4119606;36,4;51,57001507;39,11710049
12129980;88,54;51,72965165;39,19448214
3164000;22,6;51,614452;39,240924
4080700;36,5;51,57311;39,120014
4610000;43,09;51,569791;39,118118
6470905;44,16;51,64080127;39,16193618
9333650;45,52;51,64948372;39,18893635
6525475;38,9;51,689008;39,192705
5824000;45,5;51,67772039;39,2757562
3385537;24,72;51,5742117;39,13040401
11423500;68,19;51,72535;39,18228
9117500;52,09;51,67788672;39,27665817
6242376;40,88;51,693658;39,184396
18321248;64,23;51,65899733;39,18731093
5873963;36,9;51,67727546;39,1770613
4397269;34,09;51,57497048;39,12951285
17870496;62,88;51,65898;39,18725
10803431;82,69;51,72393754;39,18195865
2825000;22,32;51,61904609;39,24742689
8205000;54,7;51,697672;39,207411
10187919;70,3;51,651;39,17766
15383024;104,08;51,66175121;39,25237863
16973598;93,56;51,728353;39,195382
6387771,6;43,25;51,65531;39,23815
5317000;40,9;51,574056;39,123769
7607808;49,91;51,686012;39,175282
8343000;54;51,71211052;39,21942816
3029848;20,39;51,569791;39,118118
11240236;64,12;51,727726;39,195767
10654497;80,5;51,71915;39,18702
4498876,8;25,81;51,73024;39,19846
8087526;77,4;51,57311;39,120014
8044094;50,2;51,70412;39,27386
5017240;29,17;51,73011142;39,19790246
3294230;20,2;51,61492;39,24134
4488298;34,81;51,57497048;39,12951285
14263250;96,69;51,679738;39,189516
6570046;41,52;51,685791;39,174263
8248200;46,59;51,663389;39,167499
8958620;94,69;51,739313;39,314418
7334352;44,52;51,72463123;39,1806001
28914204;104,61;51,658931;39,187226
12364660;81,4;51,71991;39,18952
10751050;67,76;51,6407248;39,15063138
14135160;69,29;51,6847;39,22139
8069348;53,81;51,65178558;39,18362605
3972072;26,34;51,68613713;39,13999695
10524000;60;51,66339;39,16472
12896100;81,87;51,72860695;39,19513711
9386421;67,87;51,64080127;39,16193618
9636564,24;71,23;51,6401;39,18583
4645760;42,13;51,718751;39,150179
3574890;20,7;51,56919;39,12012
7839000;46,79;51,651952;39,183282
5237700;30,8;51,69570066;39,20930463
5291587;37,02;51,685509;39,139254
4193640;36,13;51,718755;39,150166
4301928;40,79;51,66959;39,320446
14070030;83,84;51,72542;39,18063
9501502;67,02;51,693658;39,184396
6910750;38,5;51,663389;39,167499
5093535;42,27;51,636712;39,273769
6263040;48,93;51,73194362;39,19628448
4738259;47,09;51,73961852;39,31358544
7089360;43,36;51,65531;39,23815
7018000;63,79;51,72046049;39,13798552
5071113;30,79;51,651952;39,183282
10667732;80,59;51,72541674;39,18189428
13141800;88,19;51,677856;39,275826
8212800;51,41;51,695761;39,209306
5090877;30,9;51,65178558;39,18362605
3299600;22,6;51,614452;39,240924
17519160;80,4;51,6524681;39,19527637
4501215;20,7;51,67645503;39,17541979
7458048;49,91;51,685713;39,175287
3889260;38,06;51,61904609;39,24742689
13387500;76,5;51,67788672;39,27665817
18274060;64,3;51,658931;39,187226
12965781;82,01;51,723778;39,180785
13141383;74,62;51,698906;39,262621
6719881;42,29;51,6613175;39,25216405
12100125;60,31;51,698906;39,262621
5443530;43,09;51,56919;39,12012
12364626;89,98;51,64080127;39,16193618
5031160;34,45;51,69570066;39,20930463
6430000;57,59;51,68488049;39,0740603
9111060;61,97;51,728383;39,196438
6727600;55,59;51,677449;39,278027
7687880;54,13;51,73194362;39,19628448
12607700;83;51,72393754;39,18195865
5519800;38,59;51,641914;39,159565
20284720;89,36;51,673489;39,200952
10605952;78,4;51,71211052;39,21942816
2361150;16,81;51,618781;39,248545
10083930;78,16;51,685509;39,139254
13356272,5;91,44;51,6401;39,18583
14778240;76,97;51,64948372;39,18893635
3557620;20,6;51,57001507;39,11710049
5626939;31,7;51,640138;39,184773
9897925;69,94;51,693658;39,184396
3920000;35,29;51,685245;39,075692
7068031;41,54;51,651952;39,183282
12489744;85,08;51,6613175;39,25216405
15872211;74,62;51,698906;39,262621
3219000;21,36;51,718755;39,150166
27459432;98,27;51,658931;39,187226
9503796;64,51;51,661898;39,252443
7258475;43,65;51,6401;39,18583
3902250;23,64;51,6555671;39,2394723
3081526;20,7;51,57001507;39,11710049
6663149;66,3;51,73927269;39,31410102
12182380;80,19;51,72393754;39,18195865
4516680;31,92;51,64396518;39,24102459
13302615;69,83;51,686039;39,228412
6922800;64,09;51,72046049;39,13798552
4006979;39,4;51,73929066;39,31535211
10270013;49,86;51,723578;39,181198
3996809;39,29;51,739313;39,314418
8479790;66,76;51,59345395;39,24166897
4488795;20,7;51,67727546;39,1770613
8986650;66,43;51,71211052;39,21942816
7207488;58,2;51,760301;39,178216
6077940;34,9;51,65033146;39,09179048
6400720;42,11;51,728383;39,196438
9601610;65,54;51,71033;39,23067
4572511;35,9;51,635873;39,250593
10300693;55,84;51,723578;39,181198
5296550;40,9;51,574056;39,123769
4480000;40;51,68481;39,07371
4675840;44,95;51,54806226;39,09254228
6100000;48,7;51,730835;39,184522
3903565;22,37;51,6555671;39,2394723
8731943;43,95;51,723778;39,180785
3719600;21,82;51,695761;39,209306
16250723;74,73;51,699254;39,264036
5494050;43,5;51,57001507;39,11710049
9129492;66,05;51,64088;39,16197
4052400;24,55;51,6555671;39,2394723
9285738;65,66;51,69494997;39,18557718
12977900;87,09;51,67788672;39,27665817
5067819;30,77;51,65178558;39,18362605
12044464;83,18;51,6613175;39,25216405
8597120;40,4;51,665769;39,253737
12116776;59,93;51,698906;39,262621
5033880;31,6;51,6613175;39,25216405
4806998;36,2;51,64396518;39,24102459
7049350;38,5;51,66339;39,16472
5713200;47,61;51,59345395;39,24166897
3490041;25,54;51,574062;39,130919
10511177;64,2;51,72860695;39,19513711
4645760;42,11;51,718796;39,150251
4326390;27,2;51,661898;39,252443
7909160;42,06;51,72860695;39,19513711
6271860;38,36;51,65531;39,23815
18140239;110,29;51,723778;39,180785
5067819;30,77;51,65178558;39,18362605
6641250;40,25;51,69545;39,20925
11987320;76,23;51,72515761;39,180525
10440720;60;51,722668;39,185833
9419385;68,01;51,693658;39,184396
4797000;41,52;51,718755;39,150166
14375520;80,4;51,665769;39,253737
10370400;69,59;51,677555;39,276338
11618025;78,9;51,6623228;39,25266241
34973046;138,85;51,673662;39,197646
10106880;71,68;51,685898;39,175997
10616207;72,16;51,723578;39,181198
4270000;38,5;51,685245;39,075692
7089340;71,9;51,73948882;39,31546208
9224154;53,65;51,728632;39,196352
8403094;70,59;51,760301;39,178216
4762800;44,09;51,72046049;39,13798552
10650403;64,37;51,72542;39,18063
4488795;20,7;51,6766;39,17552
14334440;89,19;51,72172983;39,18211252
5410597;34,65;51,7301414;39,19905045
3903565;22,37;51,6555671;39,2394723
5183045;21,7;51,72168;39,18229
5039370;39,9;51,56919;39,12012
3771657;25,7;51,643689;39,24073
3687750;22,35;51,6555671;39,2394723
4254450;25,1;51,6555671;39,2394723
11438406;78,94;51,651952;39,183282
5223439;39;51,73024;39,19846
18222050;94,66;51,68613675;39,22857467
4154150;20,75;51,693658;39,184396
3059553;20,6;51,57311;39,120014
2548880;21,1;51,73961852;39,31358544
11287890;52,38;51,686039;39,228412
8559997;57,2;51,71915;39,18702
5826362;36,9;51,676952;39,176293
12097716;54,93;51,698978;39,263224
4916400;28,92;51,69545;39,20925
7087500;40,5;51,67768;39,2764
9256816;59,16;51,64045611;39,15122281
5935200;49,45;51,59345395;39,24166897
17443790;92,54;51,728353;39,195382
13356272,5;91,44;51,6401;39,18583
4018513;21,39;51,67727546;39,1770613
4503000;30,01;51,7301414;39,19905045
4480000;40;51,68488049;39,0740603
4850000;43;51,68464;39,07713
3920000;35,09;51,68526553;39,07563895
6727600;55,59;51,67729;39,27827
14334440;89,19;51,72172983;39,18211252
7098000;67,59;51,72024059;39,1375338
22819732;107,09;51,698906;39,262621
13551945;107,12;51,65531;39,23815
5069466;30,78;51,65178558;39,18362605
13512960;82,8;51,66339;39,16472
8177050;38,29;51,665769;39,253737
8981106;62,11;51,685898;39,175997
28573600;129,88;51,6733;39,20121
4119606;36,4;51,57001507;39,11710049
8479790;66,76;51,59345395;39,24166897
6123060;40,02;51,728383;39,196438
10608405;66,93;51,72860695;39,19513711
13609740;65,4;51,6524681;39,19527637
12453664,5;84,69;51,6401;39,18583
5200000;40,04;51,642871;39,142552
4965120;42,13;51,718755;39,150166
6168327;45,59;51,64396518;39,24102459
8579575;45,45;51,728353;39,195382
3560960;34,24;51,54806226;39,09254228
14630850;75,02;51,64948372;39,18893635
7810000;62,18;51,69572;39,21061
17300000;97,09;51,661736;39,206
4616100;41,4;51,71978079;39,13772692
9817600;59;51,72541674;39,18189428
7005070;38,29;51,66339;39,16472
8157900;38,29;51,665769;39,253737
5826207;36,59;51,67727546;39,1770613
9131120;58,15;51,71008532;39,23058773
6176192;45,27;51,68613713;39,13999695
8072532;54,99;51,661898;39,252443
9243602;78,16;51,574062;39,130919
4556625;20,95;51,69865368;39,23001479
12604410;81,9;51,72541674;39,18189428
6008000;37,54;51,6555671;39,2394723
4411764;25,62;51,730066;39,198473
3224320;28,15;51,60978;39,381
13387500;76,5;51,67768;39,2764
6100000;55;51,68526553;39,07563895
4501215;20,7;51,67645503;39,17541979
7913814;44,61;51,67457;39,16875
7096512;64,27;51,60978;39,381
3505810;20,29;51,569791;39,118118
13797747;67,76;51,64086;39,15054
10856976;66,04;51,72860695;39,19513711
6575551;55,09;51,635982;39,250515
5300000;41,5;51,650399;39,093145
5134200;39,79;51,760301;39,178216
4480000;40;51,68481;39,07371
4675840;44,95;51,54828;39,09313
6228929;55,27;51,60978;39,381
8554606;45,47;51,727656;39,195849
4967398;39,79;51,635982;39,250515
8805090;48,29;51,727726;39,195767
5395400;50,9;51,72046049;39,13798552
10624296;59,41;51,72860695;39,19513711
4061486;25,81;51,73024;39,19846
5356000;41,52;51,718755;39,150166
7950530;42,86;51,71033;39,23067
7371944;59,25;51,61494566;39,24119977
8256489;54,06;51,66149;39,25248
4392639;42,4;51,739313;39,314418
10150000;58;51,677856;39,275826
14463900;107,13;51,6555671;39,2394723
9314415;66,76;51,692872;39,130697
9135609;64,29;51,686012;39,175282
4675840;44,95;51,54806226;39,09254228
4457418;21,7;51,71915;39,18702
4769938;51,06;51,547723;39,091312
6974935;43,72;51,6555671;39,2394723
3868350;38,06;51,61904609;39,24742689
9933956;67,66;51,69494997;39,18557718
3925284;28,81;51,714458;39,277214
12668764;57,22;51,698906;39,262621
6658200;54,79;51,718751;39,150179
8800000;85,9;51,65033146;39,09179048
6763900;47,29;51,73194362;39,19628448
10370400;69,59;51,677555;39,276338
6161854;41,47;51,641396;39,162486
5632740;30,78;51,651;39,17766
12695160;80,4;51,728353;39,195382
7563520;49,75;51,728383;39,196438
4967398;39,79;51,63587;39,25059
8986650;66,43;51,712347;39,219364
5183045;21,7;51,72168;39,18229
8004000;69,59;51,70159199;39,205586
7668537;57,54;51,68613713;39,13999695
7645176;41,36;51,728353;39,195382
8130923,2;53,88;51,71788;39,19044
4480000;39,9;51,68488049;39,0740603
4501215;20,7;51,67727546;39,1770613
5080000;39,9;51,646044;39,128907
7632094;66,4;51,739372;39,315543
14762000;96,8;51,679738;39,189516
6867190;38,29;51,663389;39,167499
6046974;44;51,643689;39,24073
3805190;34,9;51,59345395;39,24166897
9834315;57,9;51,67727546;39,1770613
11736000;97,8;51,697672;39,207411
5917343;39,11;51,730066;39,198473
6413000;50,09;51,67772039;39,2757562
8316432;44,63;51,723778;39,180785
4985442;25,4;51,674695;39,168819
11243849;46,72;51,698906;39,262621
4850950;44,38;51,718796;39,150251
4411764;25,62;51,73011142;39,19790246
11162625;77,25;51,6613175;39,25216405
6192000;38,7;51,69340128;39,18561486
10772658;72,62;51,72463123;39,1806001
6993580;38,29;51,66339;39,16472
3044701;20,5;51,57311;39,120014
9758880;50,2;51,65015441;39,16553857
13609740;65,4;51,6524681;39,19527637
4514000;38,06;51,618781;39,248545
8126820;53,81;51,712827;39,21872005
11717640;88,76;51,641914;39,159565
4879750;32,75;51,712827;39,21872005
15111404;79,87;51,69865368;39,23001479
3871044;20,7;51,67645503;39,17541979
5478840;33,81;51,712347;39,219364
6867531;56,43;51,574062;39,130919
4889329;44,56;51,574009;39,130905
7586621;52,43;51,686012;39,175282
9621908;64,48;51,6623228;39,25266241
7845000;48,45;51,63191986;39,17570877
10811619;81,9;51,71915;39,18702
9063080;60,09;51,674695;39,168819
5687500;32,5;51,67788672;39,27665817
